case,frame_index,kind,mode,surface_excess_count,surface_excess_max,surface_excess_maxAbs,surface_excess_mean,surface_excess_median,surface_excess_p90_abs,surface_excess_p95_abs,surface_excess_p99_abs,surface_threshold,time
diffusion_old,3,diffusion,0,278,983.2182747233,983.2182747233,982.7220832536584,982.54477882025,983.17621387283,983.218273300875,983.218273844464,0.95,0.003016
diffusion_old,4,diffusion,0,398,977.8803331862,977.8803331862,974.8188565167194,975.32476778355,976.5712915771201,977.501376832435,977.880330325385,0.85,0.004022
diffusion_old,4,diffusion,0,350,977.8803331862,977.8803331862,974.5580148624266,974.9825285366001,976.3249868766501,976.571291355335,977.880330896345,0.9,0.004022
diffusion_old,4,diffusion,0,278,977.8803331862,977.8803331862,974.1949857985272,974.8211274468,976.57129013992,976.57129173459,977.880331573362,0.95,0.004022
diffusion_old,5,diffusion,0,398,975.1200769389,975.1200769389,965.3572388547958,966.4165448027,969.7575632153199,969.8443236361051,975.120073983199,0.85,0.005027
diffusion_old,5,diffusion,0,350,975.1200769389,975.1200769389,964.8861565319427,966.4165425821,969.75756484556,969.8443236494002,975.120074191183,0.9,0.005027
diffusion_old,5,diffusion,0,278,975.1200769389,975.1200769389,963.777204675138,965.24912749405,969.75756058459,969.7575638222701,975.1200746140879,0.95,0.005027
diffusion_old,6,diffusion,0,398,970.4296801519,970.4296801519,962.1035986010713,963.3676170092999,966.4152617334,967.2835690777249,970.429671111071,0.85,0.006033
diffusion_old,6,diffusion,0,350,970.4296801519,970.4296801519,961.9378703024212,963.3676170092999,966.41526219438,967.2835694886999,970.429671483407,0.9,0.006033
diffusion_old,6,diffusion,0,278,970.4296801519,970.4296801519,960.9134273247493,960.3310593373001,967.28356636297,967.2835718035701,970.429672611437,0.95,0.006033
diffusion_strong,0,diffusion,1,398,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.85,0.0
diffusion_strong,0,diffusion,1,350,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.9,0.0
diffusion_strong,0,diffusion,1,278,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.95,0.0
diffusion_strong,1,diffusion,1,398,989.4113781007,989.4113781007,987.9230700144739,987.9185731545,989.0841490222,989.4113773152,989.411377809143,0.85,0.001005
diffusion_strong,1,diffusion,1,350,989.0841491203,989.0841491203,987.8811985480138,987.9185731545,989.084148924,989.0841490222,989.0841491203,0.9,0.001005
diffusion_strong,1,diffusion,1,278,989.0841491203,989.0841491203,988.2335268331381,988.0487758393,989.0841490222,989.0841490222,989.0841491203,0.95,0.001005
diffusion_strong,2,diffusion,1,398,977.975915569,977.975915569,973.9643965622626,974.05112035635,977.9759143572,977.97591475075,977.9759153932449,0.85,0.002011
diffusion_strong,2,diffusion,1,350,977.975915569,977.975915569,974.1454705130137,974.05112160675,977.9759145845401,977.97591479492,977.975915393965,0.9,0.002011
diffusion_strong,2,diffusion,1,278,977.975915569,977.975915569,975.0519056896683,974.326520554,977.9759147083,977.97591486073,977.975915410501,0.95,0.002011
diffusion_strong,3,diffusion,1,398,972.0784522469,972.0784522469,966.4332770446504,966.20080407415,968.34190305589,972.078448966075,972.078450873352,0.85,0.003016
diffusion_strong,3,diffusion,1,350,966.9233291531,966.9233291531,965.9153022050644,965.9449692581,966.92332612778,966.92332723525,966.923327955181,0.9,0.003016
diffusion_strong,3,diffusion,1,278,966.7036899612,966.7036899612,965.7386936471946,965.37066039555,966.6676076574099,966.7036876413449,966.703688443343,0.95,0.003016
diffusion_strong,4,diffusion,1,398,956.3244437209,956.3244437209,950.1658031413932,951.17216409805,953.68035757814,955.4581142631499,956.324434150841,0.85,0.004022
diffusion_strong,4,diffusion,1,350,956.3244437209,956.3244437209,949.6498342904663,950.4960073293,953.19625989513,953.6803572774049,956.324436260297,0.9,0.004022
diffusion_strong,4,diffusion,1,278,956.3244437209,956.3244437209,948.9219202711085,950.18576447055,953.6803559756299,953.6803577062551,956.324438748028,0.95,0.004022
diffusion_strong,5,diffusion,1,398,951.0478852565,951.0478852565,931.6500207527075,933.7578971244,940.40298207786,940.5835108634701,951.047864840518,0.85,0.005027
diffusion_strong,5,diffusion,1,350,951.0478852565,951.0478852565,930.7189198419061,933.75788911605,940.40298688943,940.583511484005,951.0478677928061,0.9,0.005027
diffusion_strong,5,diffusion,1,278,951.0478852565,951.0478852565,928.5118954215775,931.4218270594,940.402975393,940.40298283835,951.0478715700391,0.95,0.005027
diffusion_strong,6,diffusion,1,398,941.9654328712,941.9654328712,925.6769790555016,928.1277147518999,934.1766619585501,935.821273595855,941.9654026361931,0.85,0.006033
diffusion_strong,6,diffusion,1,350,941.9654328712,941.9654328712,925.3603350069739,928.1277147518999,934.17666321797,935.82127498653,941.9654062520809,0.9,0.006033
diffusion_strong,6,diffusion,1,278,941.9654328712,941.9654328712,923.3403889915776,922.1414673007,935.82126888736,935.821278819035,941.965410453785,0.95,0.006033
diffusion_clamp,0,diffusion,2,398,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.85,0.0
diffusion_clamp,0,diffusion,2,350,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.9,0.0
diffusion_clamp,0,diffusion,2,278,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.95,0.0
diffusion_clamp,1,diffusion,2,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.001005
diffusion_clamp,1,diffusion,2,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.001005
diffusion_clamp,1,diffusion,2,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.001005
diffusion_clamp,2,diffusion,2,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.002011
diffusion_clamp,2,diffusion,2,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.002011
diffusion_clamp,2,diffusion,2,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.002011
diffusion_clamp,3,diffusion,2,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.003016
diffusion_clamp,3,diffusion,2,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.003016
diffusion_clamp,3,diffusion,2,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.003016
diffusion_clamp,4,diffusion,2,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.004021
diffusion_clamp,4,diffusion,2,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.004021
diffusion_clamp,4,diffusion,2,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.004021
diffusion_clamp,5,diffusion,2,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.005026
diffusion_clamp,5,diffusion,2,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.005026
diffusion_clamp,5,diffusion,2,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.005026
diffusion_clamp,6,diffusion,2,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.006031
diffusion_clamp,6,diffusion,2,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.006031
diffusion_clamp,6,diffusion,2,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.006031
